date,no,no2,o3,so2,pm2_5,pm10,nh3,AQI_no2,AQI_so2,AQI_o3,AQI_pm2_5,issues,remedies,AQI
2020-11-26 09:00:00,7.26,44.55,85.12,92.51,22.608562366618326,107.12,10.64,41.25,107.50454545454545,147.0666666666667,72.66786830474001,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",147.0666666666667
2020-11-26 10:00:00,9.16,63.06,67.23,100.14,28.049945173499342,132.1,17.23,59.63829787234043,110.97272727272727,88.21875000000001,84.29475464422936,"Aggravation of respiratory conditions (asthma, bronchitis)(SO2)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",110.97272727272727
2020-11-26 11:00:00,11.51,91.85,30.76,95.37,37.25549149304941,175.22,26.85,90.2659574468085,108.80454545454546,27.963636363636365,104.63872873262353,"Aggravation of respiratory conditions (asthma, bronchitis)(SO2)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",108.80454545454546
2020-11-26 12:00:00,23.92,106.93,2.26,84.88,42.393265183403486,203.84,33.44,102.28076923076924,104.03636363636363,2.0545454545454542,117.48316295850871,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",117.48316295850871
2020-11-26 18:00:00,20.56,78.14,0.12,42.92,48.0291936377678,238.31,19.76,75.68085106382979,58.650000000000006,0.10909090909090909,131.5729840944195,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",131.5729840944195
2020-11-26 19:00:00,4.47,67.17,2.5,32.42,30.20468560244302,149.46,11.65,64.01063829787235,45.02777777777778,2.2727272727272725,88.89890085992099,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",88.89890085992099
2020-11-26 20:00:00,0.82,54.84,9.39,26.7,23.04481624279297,113.31,9.88,50.8936170212766,37.08333333333333,8.536363636363637,73.60003470682258,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",73.60003470682258
2020-11-26 21:00:00,0.18,47.3,18.06,27.66,20.692582505040505,100.6,9.5,43.79629629629629,38.416666666666664,16.418181818181818,68.57389424153953,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",68.57389424153953
2020-11-26 22:00:00,0.03,39.76,31.11,29.56,19.22759482626484,92.05,8.99,36.81481481481482,41.05555555555555,28.28181818181818,65.44357868860008,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",65.44357868860008
2020-11-26 23:00:00,0.01,34.62,38.98,28.37,18.06032094136512,86.42,8.61,32.05555555555555,39.40277777777778,35.43636363636363,62.94940372086564,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",62.94940372086564
2020-11-27 00:00:00,0.01,33.59,38.98,28.13,17.491422305542784,84.01,8.61,31.101851851851855,39.06944444444444,35.43636363636363,61.73380834517689,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",61.73380834517689
2020-11-27 01:00:00,0.15,40.44,28.61,32.42,19.4044545057951,93.52,10.39,37.44444444444444,45.02777777777778,26.009090909090908,65.82148398674167,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",65.82148398674167
2020-11-27 02:00:00,2.65,55.52,10.01,40.53,24.182613514437648,117.18,14.95,51.61702127659575,55.6625,9.1,76.0312254582001,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",76.0312254582001
2020-11-27 03:00:00,15.42,53.47,11.36,47.21,26.184075554455095,128.85,17.99,49.50925925925926,64.0125,10.327272727272726,80.30785374883567,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",80.30785374883567
2020-11-27 04:00:00,23.47,47.3,23.96,54.84,26.561376204119654,132.24,20.77,43.79629629629629,73.55000000000001,21.78181818181818,81.1140517182044,Minor headaches(pm2_5),"Ventilate indoor spaces, reduce sources of CO (e.g., gas appliances).",81.1140517182044
2020-11-27 05:00:00,22.35,45.93,37.91,61.99,26.717602254371382,134.15,23.56,42.52777777777778,82.48750000000001,34.46363636363636,81.44786806489611,Increased respiratory symptoms in sensitive individuals(SO2),"Avoid strenuous outdoor activities, use air purifiers indoors.",82.48750000000001
2020-11-27 06:00:00,16.99,45.24,57.94,66.76,24.87236626460566,124.64,22.29,41.88888888888889,88.45,59.18749999999999,77.50505612095226,Increased respiratory symptoms in sensitive individuals(SO2),"Avoid strenuous outdoor activities, use air purifiers indoors.",88.45
2020-11-27 07:00:00,8.38,33.24,89.41,54.84,15.684505913008621,82.8,14.57,30.77777777777778,73.55000000000001,158.52499999999998,57.872875882497055,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",158.52499999999998
2020-11-27 08:00:00,5.76,29.13,107.29,48.16,14.26078549279002,75.19,13.05,26.97222222222222,65.19999999999999,201.37234042553192,54.83073823245731,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",201.37234042553192
2020-11-27 09:00:00,4.69,30.5,117.3,49.11,16.16202704774032,81.87,14.06,28.24074074074074,66.3875,212.02127659574467,58.893220187479315,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",212.02127659574467
2020-11-27 10:00:00,5.53,45.93,107.29,52.93,21.509084692205203,105.35,19.0,42.52777777777778,71.1625,201.37234042553192,70.31855703462651,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",201.37234042553192
2020-11-27 11:00:00,5.64,72.66,75.1,53.88,27.705068798415336,134.28,24.57,69.85106382978722,72.35,113.66666666666664,83.55783931285328,"Aggravation of respiratory conditions (asthma, bronchitis)(O3)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",113.66666666666664
2020-11-27 12:00:00,1.69,104.19,30.4,51.02,31.357221180715218,151.31,28.88,101.22692307692307,68.775,27.636363636363633,91.36158371947695,"Aggravation of respiratory conditions (asthma, bronchitis)(NO2)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",101.22692307692307
2020-11-27 13:00:00,2.68,112.41,7.06,50.07,36.48909954841829,173.83,34.45,104.38846153846154,67.5875,6.418181818181818,102.72274887104572,"Aggravation of respiratory conditions (asthma, bronchitis)(NO2)","Stay indoors, use air purifiers with HEPA filters, consider wearing masks.",104.38846153846154
2020-11-27 14:00:00,2.18,101.45,7.96,49.59,42.045441146993966,198.73,39.52,100.17307692307692,66.98750000000001,7.236363636363636,116.61360286748491,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",116.61360286748491
2020-11-27 15:00:00,0.4,87.05,18.95,45.78,44.68359803332036,209.55,41.04,85.15957446808511,62.225,17.227272727272727,123.20899508330089,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",123.20899508330089
2020-11-27 16:00:00,0.08,76.77,26.82,42.44,46.37260797283435,215.26,38.51,74.22340425531914,58.05,24.381818181818183,127.43151993208588,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",127.43151993208588
2020-11-27 17:00:00,0.13,75.4,23.96,40.53,49.35858889557025,227.25,32.93,72.76595744680851,55.6625,21.78181818181818,134.89647223892564,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",134.89647223892564
2020-11-27 18:00:00,0.17,71.97,21.82,34.33,48.0291936377678,219.02,23.31,69.11702127659575,47.68055555555555,19.836363636363636,131.5729840944195,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",131.5729840944195
2020-11-27 19:00:00,0.05,58.95,28.25,25.03,40.857533632815716,183.04,13.93,55.265957446808514,34.763888888888886,25.68181818181818,113.64383408203929,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",113.64383408203929
2020-11-28 02:00:00,0.1,47.3,37.91,31.47,51.2185631919635,211.46,12.41,43.79629629629629,43.70833333333333,34.46363636363636,139.54640797990874,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",139.54640797990874
2020-11-28 03:00:00,4.36,53.47,32.19,38.62,54.829448315706315,228.15,15.71,49.50925925925926,53.275,29.263636363636362,148.5736207892658,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",148.5736207892658
2020-11-28 04:00:00,10.17,45.93,47.92,46.25,53.2524495065615,222.35,18.49,42.52777777777778,62.8125,43.56363636363636,144.63112376640373,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",144.63112376640373
2020-11-28 05:00:00,10.17,42.16,71.53,52.93,51.48385271125889,215.43,20.27,39.03703703703703,71.1625,101.76666666666667,140.20963177814724,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",140.20963177814724
2020-11-28 06:00:00,7.26,37.7,105.86,58.17,47.98497871788523,199.38,19.0,34.90740740740741,77.7125,199.65,131.46244679471306,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",199.65
2020-11-28 07:00:00,3.58,23.65,140.19,47.21,29.01383042693927,124.43,11.65,21.898148148148145,64.0125,236.37234042553192,86.35433851910099,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",236.37234042553192
2020-11-28 08:00:00,2.57,19.71,154.5,41.49,23.861318429957674,103.92,10.26,18.25,56.862500000000004,251.59574468085106,75.34469749990956,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",251.59574468085106
2020-11-28 09:00:00,2.15,20.74,165.94,44.82,25.06985957341445,108.01,11.15,19.203703703703702,61.025,263.7659574468085,77.9270503705437,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",263.7659574468085
2020-11-28 10:00:00,6.31,58.95,123.02,54.36,37.93640125924092,166.19,20.52,55.265957446808514,72.95,218.1063829787234,106.34100314810229,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",218.1063829787234
2020-11-28 11:00:00,14.75,116.53,49.35,61.04,56.70710858005259,250.82,30.65,105.97307692307692,81.3,44.86363636363637,150.6879518842382,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",150.6879518842382
2020-11-28 12:00:00,42.02,148.06,3.17,62.94,70.53753551931896,312.63,38.51,118.1,83.675,2.881818181818182,157.9671239575363,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",157.9671239575363
2020-11-28 15:00:00,33.08,142.57,0.2,59.61,97.2816667256199,424.77,51.68,115.98846153846154,79.5125,0.18181818181818182,172.04298248716836,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",172.04298248716836
2020-11-28 16:00:00,2.18,119.27,8.4,50.55,80.25007958685579,347.44,42.56,107.02692307692308,68.1875,7.636363636363637,163.07898925623988,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",163.07898925623988
2020-11-28 17:00:00,0.72,102.82,13.05,45.3,77.53528350606629,335.43,40.03,100.7,61.625,11.863636363636363,161.6501492137191,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",161.6501492137191
2020-11-28 18:00:00,0.57,90.48,14.13,35.29,69.8183061558959,299.94,32.17,88.80851063829788,49.013888888888886,12.845454545454546,157.58858218731362,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",157.58858218731362
2020-11-28 19:00:00,0.17,71.97,20.21,23.84,55.97903623265301,238.09,20.77,69.11702127659575,33.11111111111111,18.37272727272727,150.30475591192263,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",150.30475591192263
2020-11-28 20:00:00,0.04,56.21,26.11,19.07,47.23332507988162,199.13,14.82,52.351063829787236,26.48611111111111,23.736363636363635,129.58331269970404,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",129.58331269970404
2020-11-28 21:00:00,0.03,47.3,28.61,16.93,42.732246235836485,179.28,10.89,43.79629629629629,23.51388888888889,26.009090909090908,118.33061558959122,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",118.33061558959122
2020-11-28 22:00:00,0.02,40.1,31.11,15.97,39.38959829271456,164.55,8.11,37.12962962962963,22.180555555555557,28.28181818181818,109.9739957317864,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",109.9739957317864
2020-11-28 23:00:00,0.02,35.99,31.83,15.74,37.28791576762996,155.25,6.08,33.324074074074076,21.86111111111111,28.936363636363634,104.71978941907491,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",104.71978941907491
2020-11-29 00:00:00,0.03,34.62,33.26,16.21,36.156013818636296,150.71,5.07,32.05555555555555,22.51388888888889,30.236363636363635,101.89003454659074,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",101.89003454659074
2020-11-29 01:00:00,0.15,42.16,28.25,20.5,39.19505264523127,164.06,6.33,39.03703703703703,28.47222222222222,25.68181818181818,109.48763161307818,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",109.48763161307818
2020-11-29 02:00:00,3.55,63.06,10.01,30.52,48.344593399596754,205.53,11.02,59.63829787234043,42.388888888888886,9.1,132.3614834989919,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",132.3614834989919
2020-11-29 03:00:00,21.23,67.86,9.3,40.05,56.97239809934798,244.44,16.21,64.74468085106383,55.0625,8.454545454545455,150.82757794702525,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",150.82757794702525
2020-11-29 04:00:00,35.32,69.23,21.46,50.55,64.2413309280417,276.06,22.55,66.20212765957447,68.1875,19.509090909090908,154.65333206739038,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",154.65333206739038
2020-11-29 05:00:00,34.87,79.51,40.41,64.85,72.80133941730631,311.02,28.88,77.13829787234043,86.0625,36.736363636363635,159.1585996933191,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",159.1585996933191
2020-11-29 06:00:00,23.69,87.05,77.96,82.02,78.2161932722578,329.15,29.39,85.15957446808511,102.73636363636363,123.19999999999999,162.00852277487252,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",162.00852277487252
2020-11-29 07:00:00,6.87,44.55,141.62,75.34,41.3940079940575,174.87,11.27,41.25,99.17500000000001,237.8936170212766,114.98501998514377,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",237.8936170212766
2020-11-29 08:00:00,4.58,35.64,160.22,66.76,35.79934679825027,152.32,8.74,33.0,88.45,257.6808510638298,100.99836699562567,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",257.6808510638298
2020-11-29 09:00:00,3.74,36.67,170.23,69.62,35.19802388784739,150.27,9.25,33.9537037037037,92.025,268.32978723404256,99.56842711078502,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",268.32978723404256
2020-11-29 10:00:00,10.95,87.05,107.29,77.25,51.816938441040875,226.89,23.05,85.15957446808511,100.56818181818181,201.37234042553192,141.0423461026022,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",201.37234042553192
2020-11-29 11:00:00,31.74,150.8,31.11,84.88,77.5441264900428,343.04,39.52,119.15384615384616,104.03636363636363,28.28181818181818,161.654803415812,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",161.654803415812
2020-11-29 12:00:00,83.15,175.48,1.59,99.18,95.81373138551872,425.52,57.25,128.64615384615385,110.53636363636363,1.4454545454545455,171.2703849397467,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",171.2703849397467
2020-11-30 02:00:00,80.47,74.71,0.02,51.98,96.30009550422695,407.97,36.48,72.03191489361701,69.975,0.01818181818181818,171.52636605485628,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",171.52636605485628
2020-11-30 03:00:00,125.17,74.71,1.48,64.85,112.58002900498744,479.03,47.12,72.03191489361701,86.0625,1.3454545454545455,180.09475210788813,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",180.09475210788813
2020-11-30 04:00:00,125.17,87.74,7.15,76.29,116.35893082428402,494.57,54.21,85.89361702127658,100.13181818181819,6.5,182.08364780225475,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",182.08364780225475
2020-11-30 05:00:00,90.3,123.38,23.25,90.6,124.52100503460555,525.87,58.77,108.6076923076923,106.63636363636363,21.136363636363637,186.37947633400293,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",186.37947633400293
2020-11-30 06:00:00,43.36,153.54,73.67,103.95,132.18787214224233,548.96,53.7,120.2076923076923,112.70454545454545,108.9,190.4146695485486,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",190.4146695485486
2020-11-30 07:00:00,8.16,65.12,164.51,97.28,54.419723391461204,226.33,20.77,61.829787234042556,109.67272727272727,262.24468085106383,147.54930847865302,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",262.24468085106383
2020-11-30 08:00:00,4.69,45.93,188.83,84.88,45.276077959746736,187.62,15.07,42.52777777777778,104.03636363636363,288.1170212765958,124.69019489936684,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",288.1170212765958
2020-11-30 09:00:00,3.41,42.84,200.27,83.92,43.32177850093736,178.9,14.19,39.66666666666667,103.6,300.13170731707316,119.80444625234341,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",300.13170731707316
2020-11-30 10:00:00,8.72,100.08,134.47,91.55,61.912678480893256,263.85,28.37,99.02127659574468,107.06818181818181,230.2872340425532,153.4277255162596,Severe respiratory distress(O3),"Remain indoors with air purifiers, seek medical attention if symptoms worsen.",230.2872340425532
2020-11-30 11:00:00,27.72,180.96,39.34,96.32,92.80122151085331,403.12,45.09,130.75384615384615,109.23636363636363,35.763636363636365,169.6848534267649,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",169.6848534267649
2020-11-30 12:00:00,85.83,205.64,1.81,97.28,115.29187742445143,504.58,57.76,140.24615384615385,109.67272727272727,1.6454545454545455,181.52204074971127,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",181.52204074971127
2020-12-01 02:00:00,76.89,61.69,0.01,51.98,110.82911817763787,458.69,21.53,58.180851063829785,69.975,0.00909090909090909,179.17322009349363,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",179.17322009349363
2020-12-01 03:00:00,119.81,65.12,0.94,63.9,125.7148078714348,523.15,27.87,61.829787234042556,84.875,0.8545454545454545,187.00779361654463,"Headaches, dizziness(pm2_5)","Increase ventilation, avoid using gas stoves without proper exhaust.",187.00779361654463
